sample_id,instrument_id,instrument_type,date,test_type,duration_min,turnaround_hours,result,operator,product_family,manual_entry,automation_phase,downtime_flag,downtime_reason
S2024-00839,LUM_01,Luminometer,2024-02-15,Impurity,54.3,26.9,pass,EL,Media_X,0,Before_Automation,0,
S2024-00840,LUM_01,Luminometer,2024-02-15,Weigh,68.8,32.4,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00841,LUM_01,Luminometer,2024-02-15,Weigh,68.3,16.1,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00842,HPLC_01,HPLC,2024-02-16,Assay,52.5,34.1,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00843,HPLC_02,HPLC,2024-02-16,Assay,47.6,29.3,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00844,HPLC_02,HPLC,2024-02-16,pH Check,58.7,31.7,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00845,HPLC_02,HPLC,2024-02-16,Endotoxin,54.9,24.9,pass,DG,Media_X,0,Before_Automation,0,
S2024-00846,UV_01,UV_Spectrometer,2024-02-16,Weigh,52.0,38.6,pass,AD,Media_X,0,Before_Automation,0,
S2024-00847,UV_01,UV_Spectrometer,2024-02-16,Endotoxin,49.0,23.9,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00848,UV_01,UV_Spectrometer,2024-02-16,Impurity,54.1,29.4,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00849,UV_01,UV_Spectrometer,2024-02-16,Endotoxin,56.5,29.4,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00850,UV_01,UV_Spectrometer,2024-02-16,pH Check,56.5,34.0,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00851,BAL_01,Analytical_Balance,2024-02-16,Weigh,6.0,32.5,pass,DG,Media_X,1,Before_Automation,0,
S2024-00852,BAL_01,Analytical_Balance,2024-02-16,Weigh,32.9,29.5,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00853,BAL_01,Analytical_Balance,2024-02-16,Impurity,66.6,34.7,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00854,PH_01,pH_Meter,2024-02-16,Impurity,46.8,36.2,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00855,PH_01,pH_Meter,2024-02-16,Assay,45.0,33.5,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00856,PH_01,pH_Meter,2024-02-16,Assay,39.5,29.8,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00857,PH_01,pH_Meter,2024-02-16,pH Check,32.1,35.3,pass,DG,Media_X,1,Before_Automation,0,
S2024-00858,PH_01,pH_Meter,2024-02-16,pH Check,54.7,27.7,pass,DG,Media_X,1,Before_Automation,0,
S2024-00859,PH_01,pH_Meter,2024-02-16,Assay,54.1,24.0,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00860,LUM_01,Luminometer,2024-02-16,Impurity,53.1,30.1,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00861,LUM_01,Luminometer,2024-02-16,Impurity,44.4,21.1,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00862,LUM_01,Luminometer,2024-02-16,Endotoxin,41.9,24.9,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00863,HPLC_02,HPLC,2024-02-17,Impurity,26.9,30.0,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00864,UV_01,UV_Spectrometer,2024-02-17,pH Check,40.0,37.5,pass,AD,Reagent_A,0,Before_Automation,1,software_error
S2024-00865,BAL_01,Analytical_Balance,2024-02-17,Impurity,45.8,30.0,pass,EL,Media_X,1,Before_Automation,1,software_error
S2024-00866,BAL_01,Analytical_Balance,2024-02-17,Weigh,26.2,30.9,pass,AD,Media_Y,1,Before_Automation,1,software_error
S2024-00867,PH_01,pH_Meter,2024-02-17,Weigh,45.4,25.2,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00868,PH_01,pH_Meter,2024-02-17,Assay,35.7,23.5,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00869,PH_01,pH_Meter,2024-02-17,Weigh,33.9,39.7,pass,AD,Media_X,0,Before_Automation,0,
S2024-00870,HPLC_01,HPLC,2024-02-18,Assay,49.0,23.9,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00871,HPLC_01,HPLC,2024-02-18,Weigh,62.1,30.3,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00872,HPLC_02,HPLC,2024-02-18,Weigh,52.8,32.2,fail,CF,Reagent_A,1,Before_Automation,0,
S2024-00873,BAL_01,Analytical_Balance,2024-02-18,Impurity,52.8,30.9,pass,DG,Media_X,0,Before_Automation,0,
S2024-00874,BAL_01,Analytical_Balance,2024-02-18,Weigh,48.0,21.1,pass,AD,Media_X,0,Before_Automation,0,
S2024-00875,PH_01,pH_Meter,2024-02-18,Weigh,17.7,29.7,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00876,HPLC_01,HPLC,2024-02-19,Endotoxin,62.6,37.9,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00877,HPLC_01,HPLC,2024-02-19,Endotoxin,33.5,42.5,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00878,HPLC_01,HPLC,2024-02-19,Assay,45.5,25.5,pass,BR,Media_X,0,Before_Automation,0,
S2024-00879,HPLC_01,HPLC,2024-02-19,Assay,58.9,22.5,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00880,HPLC_02,HPLC,2024-02-19,Impurity,59.2,15.2,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00881,HPLC_02,HPLC,2024-02-19,Assay,52.1,26.3,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00882,HPLC_02,HPLC,2024-02-19,pH Check,50.9,31.1,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00883,HPLC_02,HPLC,2024-02-19,Impurity,58.0,27.8,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00884,UV_01,UV_Spectrometer,2024-02-19,Impurity,39.0,33.8,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00885,UV_01,UV_Spectrometer,2024-02-19,Impurity,53.0,26.8,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00886,UV_01,UV_Spectrometer,2024-02-19,Weigh,34.7,31.9,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00887,UV_01,UV_Spectrometer,2024-02-19,Assay,26.0,32.9,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00888,BAL_01,Analytical_Balance,2024-02-19,Assay,45.7,32.0,pass,BR,Media_X,0,Before_Automation,0,
S2024-00889,BAL_01,Analytical_Balance,2024-02-19,Impurity,49.3,30.6,pass,BR,Media_X,0,Before_Automation,0,
S2024-00890,BAL_01,Analytical_Balance,2024-02-19,Endotoxin,27.5,28.5,pass,CF,Media_X,1,Before_Automation,0,
S2024-00891,BAL_01,Analytical_Balance,2024-02-19,Assay,66.8,30.2,pass,BR,Media_X,1,Before_Automation,0,
S2024-00892,BAL_01,Analytical_Balance,2024-02-19,Impurity,37.0,34.7,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00893,BAL_01,Analytical_Balance,2024-02-19,pH Check,34.2,32.8,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00894,BAL_01,Analytical_Balance,2024-02-19,Weigh,62.6,31.4,pass,EL,Media_X,1,Before_Automation,0,
S2024-00895,BAL_01,Analytical_Balance,2024-02-19,Endotoxin,59.7,23.2,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00896,PH_01,pH_Meter,2024-02-19,Endotoxin,50.1,30.5,pass,CF,Media_X,0,Before_Automation,0,
S2024-00897,PH_01,pH_Meter,2024-02-19,Weigh,43.7,31.5,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00898,PH_01,pH_Meter,2024-02-19,Assay,17.2,28.3,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00899,HPLC_01,HPLC,2024-02-20,Assay,49.9,24.7,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00900,HPLC_01,HPLC,2024-02-20,Impurity,45.7,30.8,pass,EL,Reagent_A,1,Before_Automation,0,
S2024-00901,HPLC_02,HPLC,2024-02-20,Assay,59.0,33.9,fail,AD,Media_Y,0,Before_Automation,0,
S2024-00902,HPLC_02,HPLC,2024-02-20,Assay,40.2,28.6,pass,CF,Media_X,0,Before_Automation,0,
S2024-00903,HPLC_02,HPLC,2024-02-20,Assay,63.5,29.7,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00904,UV_01,UV_Spectrometer,2024-02-20,Weigh,21.0,32.2,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00905,UV_01,UV_Spectrometer,2024-02-20,Weigh,35.2,30.4,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00906,UV_01,UV_Spectrometer,2024-02-20,Impurity,53.6,28.8,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00907,BAL_01,Analytical_Balance,2024-02-20,pH Check,16.3,30.5,pass,BR,Media_X,0,Before_Automation,0,
S2024-00908,BAL_01,Analytical_Balance,2024-02-20,pH Check,77.7,38.4,pass,BR,Media_X,0,Before_Automation,0,
S2024-00909,BAL_01,Analytical_Balance,2024-02-20,pH Check,61.9,25.9,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00910,BAL_01,Analytical_Balance,2024-02-20,Weigh,56.3,31.9,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00911,BAL_01,Analytical_Balance,2024-02-20,Assay,38.7,22.8,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00912,BAL_01,Analytical_Balance,2024-02-20,Weigh,25.0,28.9,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00913,PH_01,pH_Meter,2024-02-20,Endotoxin,77.5,23.2,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00914,LUM_01,Luminometer,2024-02-20,Assay,27.4,35.5,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00915,HPLC_01,HPLC,2024-02-21,Endotoxin,55.7,25.1,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00916,HPLC_01,HPLC,2024-02-21,Weigh,66.4,29.9,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00917,HPLC_01,HPLC,2024-02-21,Assay,56.5,32.0,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00918,HPLC_01,HPLC,2024-02-21,Assay,40.8,31.5,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00919,HPLC_01,HPLC,2024-02-21,pH Check,43.2,24.7,pass,DG,Media_X,0,Before_Automation,0,
S2024-00920,HPLC_01,HPLC,2024-02-21,pH Check,50.9,32.1,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00921,HPLC_02,HPLC,2024-02-21,Endotoxin,58.3,26.8,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00922,HPLC_02,HPLC,2024-02-21,Weigh,67.0,34.7,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00923,HPLC_02,HPLC,2024-02-21,Endotoxin,35.0,24.5,pass,EL,Media_Y,1,Before_Automation,0,
S2024-00924,HPLC_02,HPLC,2024-02-21,Assay,78.6,32.4,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00925,UV_01,UV_Spectrometer,2024-02-21,Impurity,48.6,29.3,pass,AD,Media_X,1,Before_Automation,0,
S2024-00926,UV_01,UV_Spectrometer,2024-02-21,Weigh,55.0,26.0,pass,AD,Media_X,0,Before_Automation,0,
S2024-00927,BAL_01,Analytical_Balance,2024-02-21,pH Check,55.5,31.6,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00928,BAL_01,Analytical_Balance,2024-02-21,Assay,48.7,30.4,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00929,BAL_01,Analytical_Balance,2024-02-21,Impurity,58.9,26.2,pass,AD,Media_X,0,Before_Automation,0,
S2024-00930,PH_01,pH_Meter,2024-02-21,pH Check,40.0,20.4,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00931,PH_01,pH_Meter,2024-02-21,Weigh,75.8,32.4,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00932,PH_01,pH_Meter,2024-02-21,Weigh,28.5,26.0,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00933,PH_01,pH_Meter,2024-02-21,Endotoxin,30.2,25.3,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00934,PH_01,pH_Meter,2024-02-21,Impurity,38.7,32.0,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00935,PH_01,pH_Meter,2024-02-21,Assay,47.5,27.4,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00936,PH_01,pH_Meter,2024-02-21,Weigh,38.9,28.8,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00937,LUM_01,Luminometer,2024-02-21,Endotoxin,40.5,23.9,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00938,HPLC_01,HPLC,2024-02-22,Assay,68.8,29.1,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00939,HPLC_01,HPLC,2024-02-22,Endotoxin,50.9,32.6,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00940,HPLC_01,HPLC,2024-02-22,Assay,63.8,28.8,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00941,HPLC_01,HPLC,2024-02-22,Impurity,58.7,21.2,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00942,HPLC_02,HPLC,2024-02-22,pH Check,28.8,39.3,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00943,HPLC_02,HPLC,2024-02-22,Endotoxin,28.0,32.0,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00944,HPLC_02,HPLC,2024-02-22,pH Check,20.6,25.5,pass,DG,Media_X,1,Before_Automation,0,
S2024-00945,UV_01,UV_Spectrometer,2024-02-22,pH Check,45.9,29.3,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00946,UV_01,UV_Spectrometer,2024-02-22,Assay,43.6,23.3,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00947,BAL_01,Analytical_Balance,2024-02-22,Endotoxin,49.5,27.8,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00948,BAL_01,Analytical_Balance,2024-02-22,pH Check,54.9,26.9,pass,BR,Media_X,1,Before_Automation,0,
S2024-00949,BAL_01,Analytical_Balance,2024-02-22,Weigh,77.4,30.0,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00950,PH_01,pH_Meter,2024-02-22,Endotoxin,31.8,31.9,fail,AD,Media_X,1,Before_Automation,0,
S2024-00951,PH_01,pH_Meter,2024-02-22,pH Check,44.3,31.3,pass,EL,Media_X,1,Before_Automation,0,
S2024-00952,PH_01,pH_Meter,2024-02-22,Impurity,40.0,30.3,pass,AD,Media_X,1,Before_Automation,0,
S2024-00953,LUM_01,Luminometer,2024-02-22,Weigh,59.7,31.8,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00954,LUM_01,Luminometer,2024-02-22,pH Check,49.6,33.6,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00955,LUM_01,Luminometer,2024-02-22,Impurity,46.4,35.8,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00956,HPLC_01,HPLC,2024-02-23,Impurity,43.6,26.2,pass,AD,Media_X,1,Before_Automation,0,
S2024-00957,HPLC_01,HPLC,2024-02-23,pH Check,58.0,25.3,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00958,HPLC_01,HPLC,2024-02-23,Impurity,57.6,27.8,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00959,HPLC_01,HPLC,2024-02-23,Weigh,59.6,21.9,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00960,HPLC_02,HPLC,2024-02-23,Impurity,49.4,22.7,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00961,UV_01,UV_Spectrometer,2024-02-23,pH Check,23.0,28.0,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00962,BAL_01,Analytical_Balance,2024-02-23,Impurity,29.4,30.5,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00963,BAL_01,Analytical_Balance,2024-02-23,Impurity,35.2,29.4,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00964,BAL_01,Analytical_Balance,2024-02-23,Assay,57.6,29.7,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00965,BAL_01,Analytical_Balance,2024-02-23,Weigh,46.1,21.1,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00966,PH_01,pH_Meter,2024-02-23,pH Check,41.3,29.1,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00967,PH_01,pH_Meter,2024-02-23,Assay,43.3,23.2,fail,EL,Media_Y,0,Before_Automation,0,
S2024-00968,PH_01,pH_Meter,2024-02-23,Impurity,52.3,26.3,pass,CF,Media_X,0,Before_Automation,0,
S2024-00969,LUM_01,Luminometer,2024-02-23,pH Check,59.7,34.3,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00970,HPLC_02,HPLC,2024-02-24,Weigh,57.1,28.0,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00971,HPLC_02,HPLC,2024-02-24,Impurity,12.3,23.8,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00972,HPLC_02,HPLC,2024-02-24,Endotoxin,43.6,25.8,pass,DG,Media_X,0,Before_Automation,0,
S2024-00973,HPLC_02,HPLC,2024-02-24,Impurity,45.9,31.2,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00974,UV_01,UV_Spectrometer,2024-02-24,pH Check,44.2,25.6,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00975,UV_01,UV_Spectrometer,2024-02-24,Endotoxin,35.7,34.5,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00976,UV_01,UV_Spectrometer,2024-02-24,Assay,34.3,36.3,pass,DG,Media_X,0,Before_Automation,0,
S2024-00977,BAL_01,Analytical_Balance,2024-02-24,Assay,53.5,33.2,pass,CF,Media_X,0,Before_Automation,0,
S2024-00978,BAL_01,Analytical_Balance,2024-02-24,Assay,46.5,28.3,pass,BR,Media_X,0,Before_Automation,0,
S2024-00979,BAL_01,Analytical_Balance,2024-02-24,Assay,48.0,34.5,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00980,PH_01,pH_Meter,2024-02-24,Impurity,51.0,24.7,pass,EL,Media_X,0,Before_Automation,0,
S2024-00981,HPLC_02,HPLC,2024-02-25,Endotoxin,43.7,16.2,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00982,HPLC_02,HPLC,2024-02-25,Endotoxin,62.5,21.8,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00983,HPLC_02,HPLC,2024-02-25,Assay,18.1,32.3,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00984,UV_01,UV_Spectrometer,2024-02-25,Endotoxin,38.7,28.1,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00985,BAL_01,Analytical_Balance,2024-02-25,Impurity,46.4,33.2,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00986,BAL_01,Analytical_Balance,2024-02-25,Weigh,37.8,33.0,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00987,BAL_01,Analytical_Balance,2024-02-25,pH Check,50.8,34.4,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00988,PH_01,pH_Meter,2024-02-25,Weigh,47.0,29.7,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00989,LUM_01,Luminometer,2024-02-25,Assay,44.4,35.1,fail,DG,Media_X,0,Before_Automation,0,
S2024-00990,LUM_01,Luminometer,2024-02-25,Endotoxin,42.5,32.2,pass,DG,Media_X,1,Before_Automation,0,
S2024-00991,HPLC_01,HPLC,2024-02-26,pH Check,27.8,27.7,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00992,HPLC_01,HPLC,2024-02-26,Weigh,45.6,30.8,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00993,HPLC_02,HPLC,2024-02-26,Endotoxin,57.3,32.5,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00994,HPLC_02,HPLC,2024-02-26,pH Check,54.0,28.4,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00995,HPLC_02,HPLC,2024-02-26,Endotoxin,37.1,31.6,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00996,HPLC_02,HPLC,2024-02-26,Impurity,43.0,23.1,pass,CF,Media_X,0,Before_Automation,0,
S2024-00997,HPLC_02,HPLC,2024-02-26,Endotoxin,35.5,38.4,pass,EL,Media_Y,1,Before_Automation,0,
S2024-00998,UV_01,UV_Spectrometer,2024-02-26,Assay,31.1,21.4,pass,EL,Media_X,1,Before_Automation,0,
S2024-00999,UV_01,UV_Spectrometer,2024-02-26,Weigh,53.3,39.4,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-01000,BAL_01,Analytical_Balance,2024-02-26,Endotoxin,27.2,22.3,pass,DG,Media_X,1,Before_Automation,0,
S2024-01001,BAL_01,Analytical_Balance,2024-02-26,Impurity,64.2,30.5,pass,EL,Media_Y,0,Before_Automation,0,
S2024-01002,BAL_01,Analytical_Balance,2024-02-26,Assay,36.6,29.4,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-01003,BAL_01,Analytical_Balance,2024-02-26,Weigh,36.9,29.1,pass,DG,Media_X,1,Before_Automation,0,
S2024-01004,BAL_01,Analytical_Balance,2024-02-26,Assay,51.4,21.9,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-01005,PH_01,pH_Meter,2024-02-26,Impurity,48.6,18.5,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-01006,PH_01,pH_Meter,2024-02-26,Assay,41.1,26.2,pass,CF,Media_X,0,Before_Automation,0,
S2024-01007,PH_01,pH_Meter,2024-02-26,pH Check,24.3,27.6,pass,DG,Media_X,0,Before_Automation,0,
S2024-01008,LUM_01,Luminometer,2024-02-26,Impurity,59.6,29.9,pass,EL,Media_X,1,Before_Automation,0,
S2024-01009,LUM_01,Luminometer,2024-02-26,Impurity,32.2,31.1,fail,DG,Media_Y,0,Before_Automation,0,
S2024-01010,LUM_01,Luminometer,2024-02-26,Assay,35.3,22.2,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-01011,LUM_01,Luminometer,2024-02-26,Endotoxin,32.8,36.3,pass,CF,Media_Y,1,Before_Automation,0,
S2024-01012,HPLC_01,HPLC,2024-02-27,Assay,54.7,30.8,pass,EL,Media_Y,0,Before_Automation,0,
S2024-01013,HPLC_01,HPLC,2024-02-27,Endotoxin,31.3,20.1,pass,CF,Media_X,0,Before_Automation,0,
S2024-01014,HPLC_01,HPLC,2024-02-27,Impurity,35.6,28.7,pass,BR,Media_X,0,Before_Automation,0,
S2024-01015,HPLC_02,HPLC,2024-02-27,Weigh,69.9,24.2,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-01016,HPLC_02,HPLC,2024-02-27,Weigh,43.8,27.9,pass,AD,Media_X,0,Before_Automation,0,
S2024-01017,HPLC_02,HPLC,2024-02-27,Endotoxin,42.8,34.7,pass,EL,Media_Y,1,Before_Automation,0,
S2024-01018,HPLC_02,HPLC,2024-02-27,Weigh,45.9,22.6,pass,AD,Media_Y,0,Before_Automation,0,
S2024-01019,HPLC_02,HPLC,2024-02-27,Assay,28.9,30.6,pass,AD,Media_Y,0,Before_Automation,0,
S2024-01020,UV_01,UV_Spectrometer,2024-02-27,Weigh,28.3,35.0,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-01021,BAL_01,Analytical_Balance,2024-02-27,Assay,37.0,33.2,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-01022,BAL_01,Analytical_Balance,2024-02-27,Impurity,50.8,31.9,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-01023,BAL_01,Analytical_Balance,2024-02-27,Assay,66.0,29.4,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-01024,BAL_01,Analytical_Balance,2024-02-27,pH Check,59.7,33.3,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-01025,PH_01,pH_Meter,2024-02-27,Weigh,37.6,25.3,pass,EL,Media_X,0,Before_Automation,0,
S2024-01026,PH_01,pH_Meter,2024-02-27,Impurity,69.2,30.6,pass,CF,Media_Y,1,Before_Automation,0,
S2024-01027,PH_01,pH_Meter,2024-02-27,Endotoxin,71.0,29.4,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-01028,PH_01,pH_Meter,2024-02-27,Endotoxin,51.0,32.3,pass,BR,Media_X,0,Before_Automation,0,
S2024-01029,PH_01,pH_Meter,2024-02-27,Endotoxin,45.1,35.2,fail,EL,Reagent_A,0,Before_Automation,0,
S2024-01030,LUM_01,Luminometer,2024-02-27,Assay,29.0,37.9,pass,BR,Media_Y,0,Before_Automation,0,
S2024-01031,LUM_01,Luminometer,2024-02-27,Impurity,43.7,26.1,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-01032,HPLC_01,HPLC,2024-02-28,Endotoxin,20.2,27.0,pass,AD,Media_X,0,Before_Automation,0,
S2024-01033,HPLC_01,HPLC,2024-02-28,Assay,28.2,31.1,pass,EL,Media_X,1,Before_Automation,0,
S2024-01034,HPLC_01,HPLC,2024-02-28,Impurity,32.0,24.2,fail,AD,Reagent_B,1,Before_Automation,0,
S2024-01035,HPLC_01,HPLC,2024-02-28,pH Check,60.2,30.7,pass,AD,Media_Y,1,Before_Automation,0,
S2024-01036,HPLC_02,HPLC,2024-02-28,pH Check,40.9,27.8,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-01037,HPLC_02,HPLC,2024-02-28,Endotoxin,37.8,33.4,pass,AD,Media_Y,0,Before_Automation,0,
S2024-01038,HPLC_02,HPLC,2024-02-28,pH Check,71.7,25.9,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-01039,UV_01,UV_Spectrometer,2024-02-28,Weigh,55.1,33.0,pass,AD,Media_Y,1,Before_Automation,0,
S2024-01040,UV_01,UV_Spectrometer,2024-02-28,Endotoxin,63.8,40.6,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-01041,UV_01,UV_Spectrometer,2024-02-28,Assay,76.2,39.5,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-01042,BAL_01,Analytical_Balance,2024-02-28,pH Check,55.4,31.1,pass,EL,Media_X,0,Before_Automation,0,
S2024-01043,BAL_01,Analytical_Balance,2024-02-28,Endotoxin,48.9,33.0,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-01044,BAL_01,Analytical_Balance,2024-02-28,Impurity,51.3,27.6,pass,BR,Media_X,0,Before_Automation,0,
S2024-01045,BAL_01,Analytical_Balance,2024-02-28,Assay,26.2,30.9,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-01046,BAL_01,Analytical_Balance,2024-02-28,Endotoxin,81.2,38.3,pass,BR,Media_Y,0,Before_Automation,0,
S2024-01047,BAL_01,Analytical_Balance,2024-02-28,Weigh,33.8,33.2,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-01048,BAL_01,Analytical_Balance,2024-02-28,Assay,48.2,26.0,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-01049,BAL_01,Analytical_Balance,2024-02-28,Endotoxin,38.6,31.1,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-01050,LUM_01,Luminometer,2024-02-28,Weigh,60.2,27.6,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-01051,HPLC_01,HPLC,2024-02-29,Weigh,63.9,26.1,pass,BR,Media_Y,0,Before_Automation,0,
S2024-01052,HPLC_01,HPLC,2024-02-29,Assay,53.2,25.5,pass,AD,Media_Y,1,Before_Automation,0,
S2024-01053,HPLC_02,HPLC,2024-02-29,Weigh,54.6,24.7,pass,EL,Reagent_B,0,Before_Automation,0,
